airport_id,iata_code,airport_name,icao_code,city,country,latitude,longitude
297,LRL,Niamtougou International Airport,DXNG,Niatougou,Togo,9.7673301697,1.0912499428
298,LFW,Lomé-Tokoin Airport,DXXX,Lome,Togo,6.1656098366,1.2545100451
299,ANR,Antwerp International Airport (Deurne),EBAW,Antwerp,Belgium,51.1893997192,4.4602799416
300,,Beauvechain Air Base,EBBE,Beauvechain,Belgium,50.7585983276,4.7683300972
301,,Kleine Brogel Air Base,EBBL,Kleine Brogel,Belgium,51.168301,5.47
302,BRU,Brussels Airport,EBBR,Brussels,Belgium,50.9014015198,4.4844398499
303,,Jehonville Air Base,EBBX,Bertrix,Belgium,49.8917007446,5.2238898277
304,CRL,Brussels South Charleroi Airport,EBCI,Charleroi,Belgium,50.459202,4.45382
305,,Chièvres Air Base,EBCV,Chievres,Belgium,50.5758018494,3.8310000896
306,,Koksijde Air Base,EBFN,Koksijde,Belgium,51.0903015137,2.652780056
307,,Florennes Air Base,EBFS,Florennes,Belgium,50.2433013916,4.6458301544
308,KJK,Wevelgem Airport,EBKT,Kortrijk-vevelgem,Belgium,50.817199707,3.2047200203
309,LGG,Liège Airport,EBLG,Liege,Belgium,50.6374015808,5.4432201385
310,OST,Ostend-Bruges International Airport,EBOS,Ostend,Belgium,51.1988983154,2.8622200489
311,,Zutendaal Air Base,EBSL,Zutendaal,Belgium,50.9474983215,5.5905599594
312,,Brustem Airfield Sint Truiden,EBST,Sint-truiden,Belgium,50.791901,5.20167
313,,Saint Hubert Air Base,EBSU,St.-hubert,Belgium,50.0344009399,5.4408102036
314,,Ursel Air Base,EBUL,Ursel,Belgium,51.1441993713,3.4755599499
315,,Weelde Air Base,EBWE,Weelde,Belgium,51.3947982788,4.9601898193
316,OBL,Zoersel (Oostmalle) Airfield,EBZR,Zoersel,Belgium,51.264702,4.75333
317,,Flugplatz Bautzen,EDAB,Bautzen,Germany,51.193611,14.519722
318,AOC,Altenburg-Nobitz Airport,EDAC,Altenburg,Germany,50.981945,12.506389
319,,Dessau Airfield,EDAD,Dessau,Germany,51.831694,12.190962
320,,Eisenhüttenstadt Airfield,EDAE,Eisenhuettenstadt,Germany,52.195856,14.58753
322,,Großenhain Airport,EDAK,Suhl,Germany,51.3080558777,13.5555562973
323,,Merseburg Airport,EDAM,Muehlhausen,Germany,51.3630556,11.9408333
324,,Halle-Oppin Airport,EDAQ,Halle,Germany,51.552223,12.053889
325,IES,Riesa-Göhlis Airport,EDAU,Riesa,Germany,51.2936096191,13.3561105728
326,REB,Rechlin-Lärz Airport,EDAX,Rechlin-laerz,Germany,53.306388855,12.7522220612
327,,Strausberg Airport,EDAY,Strausberg,Germany,52.5805549622,13.9166669846
328,QXH,Schönhagen Airport,EDAZ,Schoenhagen,Germany,52.203609,13.156389
329,BBH,Barth Airport,EDBH,Barth,Germany,54.338253,12.710515
330,,Jena-Schöngleina Airfield,EDBJ,Jena,Germany,50.915279,11.714444
331,,Kyritz Airport,EDBK,Kyritz,Germany,52.918888092,12.42527771
332,ZMG,"Magdeburg ""City"" Airport",EDBM,Magdeburg,Germany,52.073612,11.626389
333,,Rothenburg/Görlitz Airport,EDBR,Rothenburg/ol,Germany,51.3633346558,14.9499998093
334,,Anklam Airfield,EDCA,Anklam,Germany,53.832779,13.668611
335,CBU,Cottbus-Drewitz Airport,EDCD,Cottbus,Germany,51.889442,14.531944
336,,Kamenz Airport,EDCM,Kamenz,Germany,51.2969436646,14.1274995804
337,SXF,Berlin-Schönefeld Airport,EDDB,Berlin,Germany,52.380001,13.5225
338,DRS,Dresden Airport,EDDC,Dresden,Germany,51.1328010559,13.76720047
339,ERF,Erfurt Airport,EDDE,Erfurt,Germany,50.979801178,10.9581003189
340,FRA,Frankfurt am Main Airport,EDDF,Frankfurt,Germany,50.033333,8.570556
341,FMO,Münster Osnabrück Airport,EDDG,Munster,Germany,52.134601593,7.6848301888
342,HAM,Hamburg Airport,EDDH,Hamburg,Germany,53.6304016113,9.9882297516
343,THF,Berlin-Tempelhof International Airport,EDDI,Berlin,Germany,52.4729995728,13.4039001465
344,CGN,Cologne Bonn Airport,EDDK,Cologne,Germany,50.8658981323,7.1427397728
345,DUS,Düsseldorf Airport,EDDL,Duesseldorf,Germany,51.289501,6.76678
346,MUC,Munich Airport,EDDM,Munich,Germany,48.353802,11.7861
347,NUE,Nuremberg Airport,EDDN,Nuernberg,Germany,49.498699,11.078056
348,LEJ,Leipzig/Halle Airport,EDDP,Leipzig,Germany,51.423889,12.236389
349,SCN,Saarbrücken Airport,EDDR,Saarbruecken,Germany,49.2145996094,7.1095099449
350,STR,Stuttgart Airport,EDDS,Stuttgart,Germany,48.6898994446,9.2219600678
351,TXL,Berlin-Tegel Airport,EDDT,Berlin,Germany,52.5597,13.2877
352,HAJ,Hannover Airport,EDDV,Hannover,Germany,52.461101532,9.6850795746
353,BRE,Bremen Airport,EDDW,Bremen,Germany,53.0475006104,8.7866697311
354,QEF,Frankfurt-Egelsbach Airport,EDFE,Egelsbach,Germany,49.959999,8.645833
355,HHN,Frankfurt-Hahn Airport,EDFH,Hahn,Germany,49.9487,7.26389
356,MHG,Mannheim-City Airport,EDFM,Mannheim,Germany,49.473057,8.514167
357,,Allendorf/Eder Airport,EDFQ,Allendorf,Germany,51.0349998474,8.6808328629
358,,Worms Airport,EDFV,Worms,Germany,49.606945,8.368333
359,,Mainz-Finthen Airport,EDFZ,Mainz,Germany,49.967499,8.147222
360,EIB,Eisenach-Kindel Airport,EDGE,Eisenach,Germany,50.991604,10.47973
361,SGE,Siegerland Airport,EDGS,Siegerland,Germany,50.707698822,8.0829696655
362,XFW,Hamburg-Finkenwerder Airport,EDHI,Hamburg,Germany,53.5352783203,9.8355560303
363,KEL,Kiel-Holtenau Airport,EDHK,Kiel,Germany,54.3794441223,10.145277977
364,LBC,Lübeck Blankensee Airport,EDHL,Luebeck,Germany,53.8054008484,10.7192001343
365,,Flugplatz Dahlemer Binz,EDKV,Dahlemer Binz,Germany,50.405555725,6.5288891792
366,,Meinerzhagen Airport,EDKZ,Meinerzhagen,Germany,51.0999984741,7.5999999046
367,,Arnsberg-Menden Airport,EDLA,Arnsberg,Germany,51.4838905334,7.8983330727
368,ESS,Essen Mulheim Airport,EDLE,Essen,Germany,51.4023017883,6.9373297691
369,BFE,Bielefeld Airport,EDLI,Bielefeld,Germany,51.964722,8.544444
370,MGL,Mönchengladbach Airport,EDLN,Moenchengladbach,Germany,51.230278,6.504444
371,PAD,Paderborn Lippstadt Airport,EDLP,Paderborn,Germany,51.6141014099,8.6163196564
372,,Stadtlohn-Vreden Airport,EDLS,Stadtlohn,Germany,51.9958343506,6.8405561447
373,DTM,Dortmund Airport,EDLW,Dortmund,Germany,51.5182991028,7.6122398377
374,AGB,Augsburg Airport,EDMA,Augsburg,Germany,48.425278,10.931667
375,,Biberach a.d. Riß Airfield,EDMB,Biberach,Germany,48.111111,9.762778
376,,Eggenfelden Airport,EDME,Eggenfelden,Germany,48.3961105347,12.723610878
377,,Mindelheim-Mattsies Airfield,EDMN,Mindelheim,Germany,48.106945,10.525
378,OBF,Oberpfaffenhofen Airport,EDMO,Oberpfaffenhofen,Germany,48.081402,11.2831
379,RBM,Straubing Airport,EDMS,Straubing,Germany,48.9008331299,12.516667366
380,,Vilshofen Airport,EDMV,Vilshofen,Germany,48.6349983215,13.195555687
381,,Leutkirch-Unterzeil Airport,EDNL,Leutkirch,Germany,47.8588905334,10.014166832
382,FDH,Friedrichshafen Airport,EDNY,Friedrichshafen,Germany,47.6712989807,9.5114898682
383,SZW,Schwerin Parchim Airport,EDOP,Parchim,Germany,53.426998,11.7834
384,,Stendal-Borstel Airport,EDOV,Stendal,Germany,52.6288871765,11.818611145
385,,Aalen-Heidenheim/Elchingen Airport,EDPA,Aalen-heidenheim,Germany,48.7777786255,10.2647218704
386,BYU,Bayreuth Airport,EDQD,Bayreuth,Germany,49.985001,11.64
387,URD,Burg Feuerstein Airport,EDQE,Burg Feuerstein,Germany,49.7941665649,11.1336107254
388,HOQ,Hof-Plauen Airport,EDQM,Hof,Germany,50.2886123657,11.8563890457
389,,Haßfurt-Schweinfurt Airport,EDQT,Hassfurt,Germany,50.0180549622,10.5294437408
390,,Koblenz-Winningen Airfield,EDRK,Koblenz,Germany,50.325558,7.528611
391,,Trier-Föhren Airport,EDRT,Trier,Germany,49.863888,6.7875
392,,Speyer Airfield,EDRY,Speyer,Germany,49.304722,8.451389
393,ZQW,Zweibrücken Airport,EDRZ,Zweibruecken,Germany,49.2094,7.40056
394,ZQL,Donaueschingen-Villingen Airport,EDTD,Donaueschingen,Germany,47.9733314514,8.5222215653
395,,Freiburg i. Br. Airport,EDTF,Freiburg,Germany,48.0227775574,7.8324999809
396,,Mengen-Hohentengen Airport,EDTM,Mengen,Germany,48.0538902283,9.3727779388
397,,Adolf Würth Airport,EDTY,Schwaebisch Hall,Germany,49.1183319092,9.7838888168
398,,Finsterwalde/Schacksdorf Airport,EDUS,Soest,Germany,51.607498,13.743611
399,BWE,Braunschweig-Wolfsburg Airport,EDVE,Braunschweig,Germany,52.319199,10.5561
400,KSF,Kassel-Calden Airport,EDVK,Kassel,Germany,51.417273,9.384967
401,,Hildesheim Airport,EDVM,Hildesheim,Germany,52.181388855,9.9463891983
402,BRV,Bremerhaven Airport,EDWB,Bremerhaven,Germany,53.506943,8.572778
403,EME,Emden Airport,EDWE,Emden,Germany,53.391109,7.2275
404,,Leer-Papenburg Airport,EDWF,Leer,Germany,53.2719421387,7.4416670799
405,WVN,Wilhelmshaven-Mariensiel Airport,EDWI,Wilhelmshaven,Germany,53.5022201538,8.0522222519
406,BMK,Borkum Airport,EDWR,Borkum,Germany,53.59639,6.709167
407,NRD,Norderney Airport,EDWY,Norderney,Germany,53.706943512,7.2300000191
408,FLF,Flensburg-Schäferhaus Airport,EDXF,Flensburg,Germany,54.7733345032,9.3788890839
409,,Rendsburg-Schachtholm Airport,EDXR,Rendsburg,Germany,54.2200012207,9.5994443893
410,GWT,Westerland Sylt Airport,EDXW,Westerland,Germany,54.9132003784,8.340470314
411,,Ämari Air Base,EEEI,Armari Air Force Base,Estonia,59.2602996826,24.2084999084
412,KDL,Kärdla Airport,EEKA,Kardla,Estonia,58.9907989502,22.8306999207
413,URE,Kuressaare Airport,EEKE,Kuressaare,Estonia,58.2299003601,22.5095005035
414,EPU,Pärnu Airport,EEPU,Parnu,Estonia,58.4189987183,24.4727993011
415,TLL,Lennart Meri Tallinn Airport,EETN,Tallinn-ulemiste International,Estonia,59.4132995605,24.8327999115
416,TAY,Tartu Airport,EETU,Tartu,Estonia,58.3074989319,26.6903991699
417,ENF,Enontekio Airport,EFET,Enontekio,Finland,68.3626022339,23.4242992401
418,,Eura Airport,EFEU,Eura,Finland,61.1161003113,22.2014007568
419,KEV,Halli Airport,EFHA,Halli,Finland,61.856039,24.786686
420,HEM,Helsinki Malmi Airport,EFHF,Helsinki,Finland,60.2546005249,25.0428009033
421,HEL,Helsinki Vantaa Airport,EFHK,Helsinki,Finland,60.317199707,24.963300705
422,,Hameenkyro Airport,EFHM,Hameenkyro,Finland,61.6897010803,23.0736999512
423,,Hanko Airport,EFHN,Hanko,Finland,59.8488998413,23.0835990906
424,HYV,Hyvinkää Airfield,EFHV,Hyvinkaa,Finland,60.6543998718,24.8810997009
425,,Kiikala Airport,EFIK,Kikala,Finland,60.4625015259,23.6525001526
426,,Immola Airport,EFIM,Immola,Finland,61.2491989136,28.9036998749
427,KTQ,Kitee Airport,EFIT,Kitee,Finland,62.1661,30.073601
428,IVL,Ivalo Airport,EFIV,Ivalo,Finland,68.6072998047,27.4053001404
429,JOE,Joensuu Airport,EFJO,Joensuu,Finland,62.6628990173,29.6075000763
430,JYV,Jyvaskyla Airport,EFJY,Jyvaskyla,Finland,62.3995018005,25.6783008575
431,KAU,Kauhava Airport,EFKA,Kauhava,Finland,63.127102,23.051399
432,KEM,Kemi-Tornio Airport,EFKE,Kemi,Finland,65.7787017822,24.5820999146
433,KAJ,Kajaani Airport,EFKI,Kajaani,Finland,64.2854995728,27.6923999786
434,KHJ,Kauhajoki Airport,EFKJ,Kauhajoki,Finland,62.4625015259,22.3931007385
435,KOK,Kokkola-Pietarsaari Airport,EFKK,Kruunupyy,Finland,63.7211990356,23.1431007385
436,,Kemijarvi Airport,EFKM,Kemijarvi,Finland,66.712898,27.156799
437,KAO,Kuusamo Airport,EFKS,Kuusamo,Finland,65.9876022339,29.2394008636
438,KTT,Kittilä Airport,EFKT,Kittila,Finland,67.7009963989,24.8467998505
439,KUO,Kuopio Airport,EFKU,Kuopio,Finland,63.0070991516,27.7978000641
440,QLF,Lahti Vesivehmaa Airport,EFLA,Vesivehmaa,Finland,61.144199,25.693501
441,LPP,Lappeenranta Airport,EFLP,Lappeenranta,Finland,61.044601,28.144743
442,MHQ,Mariehamn Airport,EFMA,Mariehamn,Finland,60.1222000122,19.8981990814
443,,Menkijarvi Airport,EFME,Menkijarvi,Finland,62.9467010498,23.5188999176
444,MIK,Mikkeli Airport,EFMI,Mikkeli,Finland,61.6866,27.201799
445,,Nummela Airport,EFNU,Nummela,Finland,60.3339004517,24.2964000702
446,OUL,Oulu Airport,EFOU,Oulu,Finland,64.9300994873,25.3546009064
447,,Piikajarvi Airport,EFPI,Piikajarvi,Finland,61.2456016541,22.1933994293
448,POR,Pori Airport,EFPO,Pori,Finland,61.4617004395,21.7999992371
449,,Pudasjärvi Airport,EFPU,Pudasjarvi,Finland,65.4021987915,26.9468994141
450,,Pyhäsalmi Airport,EFPY,Pyhasalmi,Finland,63.7318992615,25.9263000488
451,,Raahe Pattijoki Airport,EFRH,Pattijoki,Finland,64.6881027222,24.6958007812
452,,Rantasalmi Airport,EFRN,Rantasalmi,Finland,62.0654983521,28.3565006256
453,RVN,Rovaniemi Airport,EFRO,Rovaniemi,Finland,66.5647964478,25.8304004669
454,,Rayskala Airport,EFRY,Rayskala,Finland,60.7447013855,24.10779953
455,SVL,Savonlinna Airport,EFSA,Savonlinna,Finland,61.9430999756,28.9451007843
456,,Selanpaa Airport,EFSE,Selanpaa,Finland,61.0624008179,26.7989006042
457,SOT,Sodankyla Airport,EFSO,Sodankyla,Finland,67.3949966431,26.6191005707
458,TMP,Tampere-Pirkkala Airport,EFTP,Tampere,Finland,61.414100647,23.6044006348
459,,Teisko Airport,EFTS,Teisko,Finland,61.7733,24.027
460,TKU,Turku Airport,EFTU,Turku,Finland,60.5140991211,22.2628002167
461,UTI,Utti Air Base,EFUT,Utti,Finland,60.8964004517,26.9384002686
462,VAA,Vaasa Airport,EFVA,Vaasa,Finland,63.0507011414,21.7621994019
463,VRK,Varkaus Airport,EFVR,Varkaus,Finland,62.1711006165,27.8686008453
464,YLI,Ylivieska Airfield,EFYL,Ylivieska-raudaskyla,Finland,64.0547222,24.7252778
465,BFS,Belfast International Airport,EGAA,Belfast,United Kingdom,54.6575012207,-6.2158298492
466,ENK,St Angelo Airport,EGAB,Enniskillen,United Kingdom,54.3988990784,-7.6516699791
467,BHD,George Best Belfast City Airport,EGAC,Belfast,United Kingdom,54.6180992126,-5.8724999428
468,LDY,City of Derry Airport,EGAE,Londonderry,United Kingdom,55.0428009033,-7.1611099243
469,BHX,Birmingham International Airport,EGBB,Birmingham,United Kingdom,52.4538993835,-1.7480299473
470,CVT,Coventry Airport,EGBE,Coventry,United Kingdom,52.3697013855,-1.4797199965
471,,Leicester Airport,EGBG,Leicester,United Kingdom,52.60779953,-1.0319399834
472,GLO,Gloucestershire Airport,EGBJ,Golouchestershire,United Kingdom,51.8941993713,-2.1672201157
474,,Wolverhampton Halfpenny Green Airport,EGBO,Halfpenny Green,United Kingdom,52.5175018311,-2.2594399452
475,GBA,Cotswold Airport,EGBP,Pailton,United Kingdom,51.668095,-2.05694
476,,Turweston Airport,EGBT,Turweston,United Kingdom,52.0407981873,-1.0955599546
477,,Wellesbourne Mountford Airport,EGBW,Wellesbourne,United Kingdom,52.192199707,-1.6144399643
478,MAN,Manchester Airport,EGCC,Manchester,United Kingdom,53.3536987305,-2.2749500275
479,,Manchester Woodford Airport,EGCD,Woodfort,United Kingdom,53.3381,-2.14889
480,,Royal Marines Base Chivenor Airport,EGDC,Chivenor,United Kingdom,51.0872001648,-4.1503400803
481,NQY,Newquay Cornwall Airport,EGHQ,Newquai,United Kingdom,50.4406013489,-4.9954099655
482,LYE,RAF Lyneham,EGDL,Lyneham,United Kingdom,51.5051,-1.99343
483,,MoD Boscombe Down Airport,EGDM,Boscombe Down,United Kingdom,51.1521987915,-1.747410059
484,,RNAS Culdrose,EGDR,Culdrose,United Kingdom,50.086101532,-5.255710125
485,,MoD St. Athan,EGDX,St. Athan,United Kingdom,51.4048,-3.43575
486,YEO,RNAS Yeovilton,EGDY,Yeovilton,United Kingdom,51.0093994141,-2.6388199329
487,HAW,Haverfordwest Airport,EGFE,Haverfordwest,United Kingdom,51.8330993652,-4.9611101151
488,CWL,Cardiff International Airport,EGFF,Cardiff,United Kingdom,51.3967018127,-3.3433299065
489,SWS,Swansea Airport,EGFH,Swansea,United Kingdom,51.6053009033,-4.0678300858
490,BRS,Bristol Airport,EGGD,Bristol,United Kingdom,51.382702,-2.71909
491,LPL,Liverpool John Lennon Airport,EGGP,Liverpool,United Kingdom,53.3335990906,-2.8497200012
492,LTN,London Luton Airport,EGGW,London,United Kingdom,51.8746986389,-0.3683330119
493,PLH,Plymouth City Airport,EGHD,Plymouth,United Kingdom,50.422798,-4.10583
494,BOH,Bournemouth Airport,EGHH,Bournemouth,United Kingdom,50.7799987793,-1.8424999714
495,SOU,Southampton Airport,EGHI,Southampton,United Kingdom,50.9502983093,-1.3567999601
496,QLA,Lasham Airport,EGHL,Lasham,United Kingdom,51.1871986389,-1.0334999561
497,ACI,Alderney Airport,EGJA,Alderney,Guernsey,49.706104,-2.21472
498,GCI,Guernsey Airport,EGJB,Guernsey,Guernsey,49.4350013733,-2.6019699574
499,JER,Jersey Airport,EGJJ,Jersey,Jersey,49.207901001,-2.1955099106
500,ESH,Shoreham Airport,EGKA,Shoreham By Sea,United Kingdom,50.835602,-0.297222
501,BQH,London Biggin Hill Airport,EGKB,Biggin Hill,United Kingdom,51.3307991028,0.0324999988
502,LGW,London Gatwick Airport,EGKK,London,United Kingdom,51.148102,-0.190278
503,LCY,London City Airport,EGLC,London,United Kingdom,51.505299,0.055278
504,FAB,Farnborough Airport,EGLF,Farnborough,United Kingdom,51.2757987976,-0.7763329744
505,,Chalgrove Airport,EGLJ,Chalsgrove,United Kingdom,51.6761016846,-1.080829978
506,BBS,Blackbushe Airport,EGLK,Blackbushe,United Kingdom,51.3238983154,-0.8475000262
507,LHR,London Heathrow Airport,EGLL,London,United Kingdom,51.4706,-0.461941
508,SEN,Southend Airport,EGMC,Southend,United Kingdom,51.5713996887,0.695555985
509,LYX,Lydd Airport,EGMD,Lydd,United Kingdom,50.9561004639,0.9391670227
510,MSE,Kent International Airport,EGMH,Manston,United Kingdom,51.342201,1.34611
511,,Brough Airport,EGNB,Brough,United Kingdom,53.7197,-0.566333
512,CAX,Carlisle Airport,EGNC,Carlisle,United Kingdom,54.9375,-2.8091700077
513,,Retford Gamston Airport,EGNE,Repton,United Kingdom,53.2806015015,-0.9513890147
514,BLK,Blackpool International Airport,EGNH,Blackpool,United Kingdom,53.7717018127,-3.0286099911
515,HUY,Humberside Airport,EGNJ,Humberside,United Kingdom,53.5744018555,-0.3508329988
516,BWF,Barrow Walney Island Airport,EGNL,Barrow Island,United Kingdom,54.1286111,-3.2675
517,LBA,Leeds Bradford Airport,EGNM,Leeds,United Kingdom,53.8658981323,-1.6605700254
518,WRT,Warton Airport,EGNO,Warton,United Kingdom,53.745098,-2.88306
519,CEG,Hawarden Airport,EGNR,Hawarden,United Kingdom,53.1781005859,-2.9777801037
520,IOM,Isle of Man Airport,EGNS,Isle Of Man,Isle of Man,54.0833015442,-4.6238899231
521,NCL,Newcastle Airport,EGNT,Newcastle,United Kingdom,55.0374984741,-1.6916699409
522,MME,Durham Tees Valley Airport,EGNV,Teesside,United Kingdom,54.5092010498,-1.4294099808
523,EMA,East Midlands Airport,EGNX,East Midlands,United Kingdom,52.8311004639,-1.3280600309
524,,Llanbedr Airport,EGOD,Llanbedr,United Kingdom,52.8116989136,-4.1235799789
525,,RAF Ternhill,EGOE,Ternhill,United Kingdom,52.8712005615,-2.5335600376
526,,RAF Shawbury,EGOS,Shawbury,United Kingdom,52.7981987,-2.6680400372
528,,RAF Woodvale,EGOW,Woodvale,United Kingdom,53.5816,-3.05552
529,KOI,Kirkwall Airport,EGPA,Kirkwall,United Kingdom,58.9578018188,-2.9049999714
530,LSI,Sumburgh Airport,EGPB,Sumburgh,United Kingdom,59.8788986206,-1.2955600023
531,WIC,Wick Airport,EGPC,Wick,United Kingdom,58.4589004517,-3.0930600166
532,ABZ,Aberdeen Dyce Airport,EGPD,Aberdeen,United Kingdom,57.2019004822,-2.1977798939
533,INV,Inverness Airport,EGPE,Inverness,United Kingdom,57.5424995422,-4.0475001335
534,GLA,Glasgow International Airport,EGPF,Glasgow,United Kingdom,55.8718986511,-4.4330601692
535,EDI,Edinburgh Airport,EGPH,Edinburgh,United Kingdom,55.9500007629,-3.3724999428
536,ILY,Islay Airport,EGPI,Islay,United Kingdom,55.6819000244,-6.2566699982
537,PIK,Glasgow Prestwick Airport,EGPK,Prestwick,United Kingdom,55.5093994141,-4.5866699219
538,BEB,Benbecula Airport,EGPL,Benbecula,United Kingdom,57.481098175,-7.3627800941
539,SCS,Scatsta Airport,EGPM,Scatsta,United Kingdom,60.432800293,-1.296110034
540,DND,Dundee Airport,EGPN,Dundee,United Kingdom,56.4524993896,-3.0258300304
541,SYY,Stornoway Airport,EGPO,Stornoway,United Kingdom,58.2155990601,-6.3311100006
542,TRE,Tiree Airport,EGPU,Tiree,United Kingdom,56.4991989136,-6.8691701889
543,ADX,RAF Leuchars,EGQL,Leuchars,United Kingdom,56.3728981018,-2.8684399128
544,LMO,RAF Lossiemouth,EGQS,Lossiemouth,United Kingdom,57.7052001953,-3.3391699791
545,CBG,Cambridge Airport,EGSC,Cambridge,United Kingdom,52.205002,0.175
546,,Peterborough Business Airport,EGSF,Peterborough,United Kingdom,52.4681015015,-0.2511110008
547,NWI,Norwich International Airport,EGSH,Norwich,United Kingdom,52.6758003235,1.2827800512
548,STN,London Stansted Airport,EGSS,London,United Kingdom,51.8849983215,0.2349999994
549,,North Weald Airport,EGSX,North Weald,United Kingdom,51.721698761,0.1541669965
550,,Sheffield City Heliport,EGSY,Fowlmere,United Kingdom,53.394299,-1.38849
551,,Cranfield Airport,EGTC,Cranfield,United Kingdom,52.0722007751,-0.6166669726
552,EXT,Exeter International Airport,EGTE,Exeter,United Kingdom,50.7344017029,-3.4138898849
553,FZO,Bristol Filton Airport,EGTG,Bristol,United Kingdom,51.5194015503,-2.5908300877
554,OXF,Oxford (Kidlington) Airport,EGTK,Oxford,United Kingdom,51.8368988037,-1.3200000525
555,BEX,RAF Benson,EGUB,Benson,United Kingdom,51.6164016724,-1.0958299637
556,LKZ,RAF Lakenheath,EGUL,Lakenheath,United Kingdom,52.4093017578,0.5609999895
557,MHZ,RAF Mildenhall,EGUN,Mildenhall,United Kingdom,52.3619003296,0.4864059985
558,,RAF Wattisham,EGUW,Wattisham,United Kingdom,52.1273002625,0.956264019
559,QUY,RAF Wyton,EGUY,Wyton,United Kingdom,52.3572006226,-0.107832998
560,FFD,RAF Fairford,EGVA,Fairford,United Kingdom,51.6822013855,-1.7900300026
561,BZZ,RAF Brize Norton,EGVN,Brize Norton,United Kingdom,51.75,-1.58362
562,ODH,RAF Odiham,EGVO,Odiham,United Kingdom,51.2341003418,-0.9428250194
563,,DCAE Cosford Air Base,EGWC,Cosford,United Kingdom,52.639999,-2.30558
564,NHT,RAF Northolt,EGWU,Northolt,United Kingdom,51.5530014038,-0.418166995
565,QCY,RAF Coningsby,EGXC,Coningsby,United Kingdom,53.0929985046,-0.1660140008
566,,RAF Dishforth,EGXD,Dishforth,United Kingdom,54.1371994019,-1.4202500582
567,,Leeming Airport,EGXE,Leeming,United Kingdom,54.2924,-1.5354
568,,Leeds East Airport,EGXG,Church Fenton,United Kingdom,53.834301,-1.1955
569,BEQ,RAF Honington,EGXH,Honington,United Kingdom,52.3426017761,0.7729390264
570,,RAF Cottesmore,EGXJ,Cottesmore,United Kingdom,52.735699,-0.648769
571,SQZ,RAF Scampton,EGXP,Scampton,United Kingdom,53.307800293,-0.5508329868
572,,RAF Wittering,EGXT,Wittering,United Kingdom,52.612598,-0.476453
573,HRT,RAF Linton-On-Ouse,EGXU,Linton-on-ouse,United Kingdom,54.0489006042,-1.2527500391
574,WTN,RAF Waddington,EGXW,Waddington,United Kingdom,53.1661987305,-0.5238109827
575,,RAF Topcliffe,EGXZ,Topcliffe,United Kingdom,54.2055015564,-1.3820899725
